sample_id,prompt,original_text,attacked_text,z_score_original,z_score_attacked,is_watermarked_original,is_watermarked_attacked,num_tokens,generation_time,detection_time_original,detection_time_attacked
59,The Middle East Forum's Young Adult Division (YAD) is a network of young professionals between the a,", North Africa, and Central Asia.

This event will explore a range of topical issues in a stimulating and informal manner. The program will be anchored in Q & A sessions with speakers who are expertly",", North Africa, and Telephone exchange Asia. This event will explore a range of topical takings in a stimulating and informal manner. The program will atomic number 4 anchored atomic number 49 Q & Ang",7.6681158050723255,6.779471978707304,True,True,120,3.020869255065918,0.0010666847229003906,0.0008692741394042969
60,Today Sony unveiled a new 2-in-1 USB Flash Drive that features both micro and normal USB 2.0 connect," and organize information for sharing online.

The New USB Drives

The new drive features both a USB Micro and USB Mini connector, giving consumers the flexibility to choose between a convenient USB M","and organize information for sharing online. The New USB Drives The new drive features both type A USB Micro and USB Mini connector, giving consumers the flexibility to choose between a convenient USB",7.6681158050723255,6.092717958449424,True,True,120,3.0818676948547363,0.0007915496826171875,0.0008137226104736328
61,"English Premier League Burnley v Newcastle (Singtel TV Ch102 & StarHub Ch227, tomorrow, 4am). Socied",", tomorrow, 4am). Football in Singapore: The Premier League on Friday and Sunday. The FA Cup, The Challenge Cup, The Football League, The Conference National, Singapore Premier League on Sat. The Sing",", tomorrow, 4am). Football in Singapore: The Premier League on Friday and Sunday. The FA Cup, The Challenge Cup, The Football League, The Conference National, Republic of singapore Premier Conference ",6.572670690061993,6.092717958449424,True,True,120,3.3438539505004883,0.0007932186126708984,0.0008187294006347656
62,Start your MINI FARM! NO HOA & NO RESTRICTIONS! Gorgeous 6.7+- acres with 2 ponds and mountain view!," completely updated.

Located in scenic East Jordan, just south of I-85 in a well maintained, low cost family community. Large home with updated flooring, kitchen and baths in main level. Additional o","completely updated. Located in scenic East Jordan, just south of I-85 Indiana a wellspring maintained, low cost house community. Large home with updated flooring, kitchen and baths in main level. Addi",8.398412548412548,7.004606779044222,True,True,120,3.263805389404297,0.0008885860443115234,0.0008177757263183594
63,Enjoy the beautiful sunset view from this nice deep lot on St. Martins Point with a westerly big wat," and are in close proximity to the water tower. Come in and see, it is a very nice, clean, well maintained home. Close to shopping, restaurants and schools. Close to Port Wentworth Beach.

Price

Pric","and are in close proximity to the water tower. Come in and see, it is a very nice, clean, well maintained home. Close to shopping, eating house and schools. Close to Port Wentworth Beach. Price Price:",6.937819061732104,4.321662605614612,True,True,120,3.0494284629821777,0.000993967056274414,0.0007193088531494141
64,�A Moon Township man faces a slew of charges stemming from a drunken-driving arrest last Wednesday i," Ave., was stopped for speeding in the 100 block of Main St. just after 11 p.m. Police also said Bronson failed several sobriety tests. Bronson also failed a field sobriety test after being arrested a","Ave., Evergreen State stopped for speeding in the one C block of Main St. just after 11 p.m. Police also said Bronson failed several sobriety tests. Bronson also failed a field of operation sobriety e",5.8423739467217715,4.6648894981393445,True,True,120,3.0856051445007324,0.0008630752563476562,0.00087738037109375
65,The two Marlborough men hurt in a bicycle vs. motorcycle accident on Friday were listed in good cond," westbound on Main Street and was crossing Main Street just east of Jackson Street at 4 p.m. When traffic stopped on a red light and Shahood failed to stop, a Yamaha motorcycle and car struck each oth","westbound on Main Street and was crossing Briny Street just E of Jackson Street atomic number 85 4 p.m. When traffic stopped on amp red light and Shahood failed to stop, a Yamaha bike and car struck e",5.294651389216606,4.7078587942109635,True,True,120,3.0770466327667236,0.0008356571197509766,0.0007593631744384766
66,EDINBURG — The Hidalgo County call center is activated and answering residents calls for assistance ," 915-754-2211.

The weather alert for Hidalgo County, which begins 10 p.m. Friday, Sept. 11, continues until 3 p.m. Monday, Sept. 14. It contains information and warnings about gusty winds, isolated p","915-754-2211. The conditions alerting for Hidalgo County, which Begin X p.m. Friday, Sept. 11, continues until 3 p.m. Monday, Sept. 14. It contains information and warnings about gusty winds, isolated",6.9937860618023535,5.858449331643022,True,True,115,2.938117265701294,0.0008711814880371094,0.0008103847503662109
67,"GREER, SC-- Dustin Dewayne Anders, 21, of 124 Skyland Circle, died August 24, 2007. A native of Gree"," Anders all of Greer, he was a 2001 graduate of Greer Academy. Mr. Anders attended South Carolina Central Technical College and worked for K & M Paving. He was a US Army Veteran. He was a member of Th","Anders all of Greer, atomic number 2 was a 2001 graduate of Greer Academy. Mr. Anders attended Dixie Carolinas Telephone exchange Technical College and worked for K & M Paving. He Evergreen State amp ",5.8423739467217715,4.567501391955698,True,True,120,3.147507429122925,0.0008034706115722656,0.0008533000946044922
68,"WEST DES MOINES, Iowa -- A family-run business in West Des Moines is celebrating a big anniversary S"," opened a year after it was owned by a family.

The store started off in a storage building and today, is a retail outlet with clothes, home décor and gifts. It also features a coffee shop and a secon","opened a year after it was owned by a family. The store started off in a storage edifice and today, is a retail outlet with clothes, home décor and gifts. Information technology also features a coffee",8.033264176742437,6.236095644623235,True,True,120,3.079435110092163,0.0008375644683837891,0.0008130073547363281
69,"Bill Maher delivered a scathing review of President Donald Trump's Rose Garden speech Friday, brandi"," &quot;Good Morning America.&quot; &quot;Here, Trump says that even a Muslim would be willing to fight for the United States if we gave free healthcare, free college, free housing. &quot;There's no wo","&quot;Good Morning America.&quot; &quot;Here, Trump say that eve a Muslim would be willing to fight for the United Nation if we gave free healthcare, free college, free people housing. &quot;There's n",4.929503017546495,3.8156329904892896,True,False,120,3.1964950561523438,0.0007801055908203125,0.0007560253143310547
70,"John Elworthy, editor of sister titles the Wisbech Standard and Cambs Times, takes over as editor of"," “After six years at the Standard, and 10 years editing our sister titles, I have signed a new contract with Herts & Cambs. I am a Hertfordshire born and bred girl and Hertfordshire is my home. I am e","“After sextet years at the Standard, and 10 years editing our sister titles, I have signed a new contract with Herts & Cambs. I atomic number 95 a Hertfordshire Max Born and bred young lady and Hertfo",6.024948132556827,6.139406135149205,True,True,120,3.1502602100372314,0.0008156299591064453,0.0007710456848144531
71,What time VSKP-KRPU BI-WEEKLY INTER depart from VISAKHAPATNAM Railway Station? VSKP-KRPU BI-WEEKLY I," KANDHAPATNAM railway Station? VSKP-KRPU BI-WEEKLY INTER will reach KANDHAPATNAM railway Station in 46.41 hours.

I am travelling from VIZAGHAR with VSKP-KRPU BI-WEEKLY INTER. What are the approximate",KANDHAPATNAM railroad line Station? VSKP-KRPU BI-WEEKLY INTER will reach KANDHAPATNAM railroad Station in 46.41 hours. Unity am traveling from VIZAGHAR with VSKP-KRPU BI-WEEKLY INTER. What are the app,3.2863353450309964,2.008316044185609,False,False,120,3.5980095863342285,0.0006754398345947266,0.0005848407745361328
72,Beautiful 4 bedroom 2 bath Cape Cod style home located in the desirable Northwoods Park neighborhood," drive to shopping and restaurants. The gourmet kitchen features granite countertops, stainless steel appliances and a large breakfast room with a vaulted ceiling. The downstairs living room offers pl","campaign to shopping and restaurants. The gastronome kitchen feature granite countertops, stainless steel appliances and a large breakfast room with a vaulted ceiling. The downstairs living room offer",6.390096504226938,5.945288613087962,True,True,120,3.0195963382720947,0.0008471012115478516,0.0007660388946533203
73,A waitress in Arizona – who is nine months pregnant and is expecting some big medical bills – was to," monetary benefit – for $10,000 – for being an organ donor.

Bethany Rose, a waitress and a medical assistant, applied for a medical grant in order to pay back a loan that she took on and to help pay ","monetary welfare – for $10,000 – for being an organ donor. Bethany Rose, adenine waitress and a medical assistant, applied for a medical examination grant indium order to pay back a loanword that she ",9.311283477587823,7.850689990907381,True,True,120,2.97908353805542,0.0008225440979003906,0.0007982254028320312
74,This is great. The geniuses at People Magazine stitched together pictures of celebrities posing with," Well, here’s proof.

I know that I am a late entry in the conversation, but I just have to tell you that, in my humble opinion, Scarlett Johansson is the best actress on planet Earth. Just look at th","Well, here’s proof. I know that I MA a late entering atomic number 49 the conversation, but I just have to tell you that, in my humble opinion, Scarlett Johansson is the best actress on planet Earth. ",6.572670690061993,5.613216254636149,True,True,120,3.085071563720703,0.0009965896606445312,0.0008351802825927734
75,FRANKFURT (Reuters) - E.ON expects a planned British retail energy joint venture between Innogy’s np,"

FILE PHOTO: The logo of Innogy AG is seen in Stuttgart, Germany, November 15, 2019. REUTERS/Andreas Gebert/File Photo

The tie-up, which is expected to be the biggest in the sector, needs antitrust ","FILE PHOTO: The logotype of Innogy Silver is seen Indiana Stuttgart, Germany, November 15, 2019. REUTERS/Andreas Gebert/File Pic The tie-up, which is expected to be the biggest in the sector, penury a",3.8340579025361627,2.0252641593763117,False,False,120,3.2210991382598877,0.0008890628814697266,0.0006563663482666016
76,Paradise will see an influx of Beavers today for the Scouts Canada Eastern Avalon 2018 Beaveree. Som," and participate in a day and half of exploration.

Beavers in the community will get a free breakfast and a tour of the Park.

The Beaver Scouts will work on a community service project on Friday, an",and participate in a day and half of exploration. Oregonian inch the community testament get a free breakfast and angstrom unit tour of the Park. The Beaver Scouts will work on a residential area serv,7.48554161923727,6.207522318391883,True,True,120,3.052190065383911,0.0008220672607421875,0.0008192062377929688
77,Sometime algorithms just don't cut it. YouTube says it's hiring more people to help curb videos that," an algorithm that allows videos to automatically get higher in search.

Sometime algorithms just don't cut it.

YouTube CEO Susan Wojcicki says “some bad actors are exploiting” an algorithm that allo",an algorithmic program that allows video recording to automatically get higher in search. Sometime algorithms just don't cut it. YouTube Chief operating officer Susan Wojcicki say “some bad actors are,4.199206274206274,2.7084825756492177,True,False,120,3.1145687103271484,0.000789642333984375,0.0007495880126953125
78,(entertainmentwise.com) - Beyonce and Jay-Z have reportedly hit a rocky patch in their four-month ma," first announced their split in February in a lengthy statement and while both Beyonce and Jay-Z have claimed that they are on good terms, according to a new report, a fight over money and an unruly h","number 1 announced their split in February in a lengthy statement and while both Beyonce and Jay-Z have claimed that they are on commodity terms, according to a new report, a fight over money and an u",6.207522318391883,4.6663898035258065,True,True,120,3.199399948120117,0.0009887218475341797,0.0007915496826171875
79,Be the bearer of good - and delicious - tidings with these gifts. 7. Sweet Love. The Ritz-Carlton's ,", and now serves an intriguing menu that looks and sounds delicious. 10. Love & Happiness. This special box includes a basket of lavender sweets and, in addition, a box full of gifts with a note: ""I l",", and now serves Associate in Nursing intriguing menu that expression and sound delicious. 10. Dear & Happiness. This special box includes a basket of lavender sweets and, Hoosier State addition, a bo",8.580986734247602,5.895067838245651,True,True,120,3.1169679164886475,0.00081634521484375,0.0008070468902587891
80,"Central European Media Enterprises Ltd. CETV, -0.25% said Monday its board has decided to review its",", which owns TV station RTV and a portfolio of TV and Internet services in Hungary and Serbia, said its management, in consultation with independent directors, will now assess ""all options related to ",", which owns Boob tube station RTV and a portfolio of Boob tube and Internet overhaul inch Hungary and Serbia, said information technology management, in consultation with independent directors, will ",6.207522318391883,4.8053723116357085,True,True,120,3.0915536880493164,0.0008425712585449219,0.0008497238159179688
81,The owner of a Lexington Domino's says he expects to do three or four times his normal business on S," about getting a free Domino's?

James Miller, owner of Domino's, says a domino box sells for around $12 and the box will have to be opened for a voucher. He says he will even cover any delivery fees.","about getting a free people Domino's? James Miller, owner of Domino's, says a domino corner sells for around $12 and the corner testament wealthy person to be opened for adenine voucher. Helium says a",6.7552448758970485,4.09800570932384,True,True,120,3.0577077865600586,0.0007638931274414062,0.0007264614105224609
82,An FBI agent issuing a search warrant for a man wanted for murder was shot in an apartment in Las Ve," was wearing a bulletproof vest, was struck in the abdomen, while a second agent was struck in the torso.

“I heard a shot. It wasn’t a loud gunshot, but I heard a gunshot and that was a close shot,” ","was wearing a bulletproof vest, was struck in the abdomen, piece a second agent WA struck in the torso. “I heard a shot. Information technology wasn’t a loud gunshot, but I heard a gunshot and that wa",5.294651389216606,4.146568442790529,True,True,120,3.0305373668670654,0.0010700225830078125,0.0008134841918945312
83,News items related to DMD DataTrac Suite as issued by the Send2Press Newswire service on behalf of t, Systems is pleased to announce that it has been named a Finalist for the prestigious Gold DataExpert Small Business Award. The Gold DataExpert Small Business Awards are presented in recognition of ou,Systems is pleased to announce that information technology has been named angstrom unit Finalist for the prestigious Gold DataExpert Small Business Award. The Au DataExpert Small Business organization,6.937819061732104,4.698967117442185,True,True,120,3.2524099349975586,0.0010368824005126953,0.0009243488311767578
84,"Would you kiss a dog? Heart Breakfast - answering the big questions... like, ""Would you kiss a dog?"""," a real dog. Instead, he gets a dog as a pet. You know, a pet.

As if that weren't enough, this lovey dovey show picks up with Charlie's Boyfriend being shown how to kiss a dog - on an apple. I'm not ","a real dog. Instead, helium gets a Canis familiaris as a pet. You know, angstrom unit pet. Antiophthalmic factor if that weren't enough, this lovey dovey show picks up with Charlie's Boyfriend being s",6.572670690061993,5.115948820192307,True,True,120,3.123232841491699,0.0007877349853515625,0.0007486343383789062
85,Let’s be Brilliant in 2018! Do you live & breathe travel? Do you want the freedom and flexibility of," people around the world?

If you answered yes and yes, if you love meeting new people and talking with lots of different types of travelers around the world, if you love running and meeting incredibl","the great unwashed around the world? If you answered yes and yes, if you love meeting new people and talking with lots of different types of travelers around the world, if you love running play and me",7.48554161923727,5.048252022715237,True,True,120,3.056187629699707,0.0008256435394287109,0.0008628368377685547
86,The women’s U.S. gymnastic team is expected to bring home the gold from the Olympic Games in Rio de ," cause. This morning, hundreds of women are creating thousands of posts with #OlympicGirl, #TeamUSA and #TeamGreatness to show solidarity with these women.

In addition to posting photos and stories, ","cause. This morning, hundreds of adult female ar creating thousands of posts with #OlympicGirl, #TeamUSA and #TeamGreatness to show solidarity with these women. In addition to placard photos and stori",7.12039324756716,6.325219629494658,True,True,120,3.0850255489349365,0.0008366107940673828,0.0007293224334716797
87,of The Drew Carey Show at 8 p.m. and Whose Line Is It Anyway? at 8:30 p.m. usual Monday-night comedy,".

Monday, September 29, 2003

This week's best episodes

The Drew Carey Show

With a week to go in the show, The Drew Carey Show continues to make a name for itself. Last week was even better, thanks",". Monday, September 29, 2003 This week's best episodes The Drew Carey Display With a hebdomad to go in the show, The Drew Carey Show continues to brand vitamin A public figure for itself. Last week wa",7.302967433402215,5.3452248382484875,True,True,120,3.160306453704834,0.0007960796356201172,0.0008153915405273438
88,Oxford United Women have signed midfielder Lauren Haynes from Aston Villa ahead of the WSL 2 season.," loan spells, playing for Bristol City and Mansfield Town.

Oxford United Women head coach Andy Wilkins was delighted to sign a well-regarded midfielder.

“We are thrilled to sign a young, talented an","loan spells, playing for Bristol City and Mansfield Town. Oxford United Charwoman promontory coach Andy Maurice hugh frederick wilkins was delighted to augury a well-regarded midfielder. “We are thril",6.141879930089016,4.736113304257958,True,True,119,3.0455141067504883,0.0008065700531005859,0.0007960796356201172
89,Los Angeles ABC O&O KABC-TV has launched a Tumblr page. “We’ll give you some insight to the newsroom,"/KABC.com for a full, in-depth coverage,” explains KABC.

The KABC page will serve as a first-line newsroom blog. Posts will appear on Tumblr and will go into production weekly.

The KABC site will al","/KABC.com for a full, in-depth coverage,” explains KABC. The KABC page testament serve as deoxyadenosine monophosphate first-line newsroom blog. Posts will appear on Tumblr and testament go into produ",7.850689990907381,6.171547617899419,True,True,120,3.1652603149414062,0.0007944107055664062,0.0007166862487792969
90,"Fueled by her zeal for the ancient art of glassblowing, artisan Leigh Taylor Wyatt creates distinct "," unique workshops.

Leigh teaches students how to make unique, functional pieces and also gives them an appreciation for an artist whose work embodies a spirit of community, a tradition, and a deep lo","unique workshops. Leigh teaches students how to shuffle unique, functional musical composition and also gives them an appreciation for an creative person whose work embodies a spirit of community, ant",7.6681158050723255,4.867251878120797,True,True,120,3.036491632461548,0.0007982254028320312,0.0008761882781982422
91,The Court of Appeal yesterday upheld convictions levied against a former top aide of Senate Presiden," jail for corruption and theft, with a fine. The appeal ruling was based on the issue of an instruction that a Senate official had given to Sim, through a close family member, who was tasked with appo","jail for corruption and theft, with a fine. The appealingness ruling was based on the publication of an instruction that a Us senate official had given to Sim, through a close family member, who Everg",7.302967433402215,5.035088149780135,True,True,120,3.00654673576355,0.0008747577667236328,0.0009815692901611328
92,Proposals to use lie detectors to search for spies and to impose the death penalty for espionage wou," Civil Liberties Union, calling for reforms.

""I think these kinds of reforms have serious legal and practical problems. The real world may have far greater constraints on these technologies than law ","Civil Liberties Union, calling for reforms. ""I think these kind of reforms have serious legal and practical problems. The real number world may rich person far greater constraints on these engineering",7.48554161923727,6.090909090909091,True,True,120,3.0611395835876465,0.0009720325469970703,0.0007307529449462891
93,Labyrinths of Memory (Matahat El-Zakirah) play will be performed several times over three days at Os," Rasha Abdel-Fattah and featuring a libretto by Mahmoud Kallamah, The Lab offers an exploration into the artist’s experiences and memories. At times, these are accompanied by improvisations. In additi","Rasha Abdel-Fattah and featuring a libretto by Mahmoud Kallamah, The Lab offers an geographic expedition into the artist’s experiences and memories. At times, these are accompanied by improvisations. ",7.12039324756716,5.853817179628954,True,True,120,3.1670353412628174,0.0009808540344238281,0.0008075237274169922
94,The stock of State-owned manganese-ore mining company MOIL is down by about 12 per cent in the last ," in September and a lower average realisation. The company also said that its quarterly production, a key measure of a company's efficiency, was lower than the estimates. Exports continue to remain ro","in September and a lower average realisation. The company also said that IT quarterly production, a Francis Scott Key metre of a company's efficiency, was lower than the estimates. Exports continue to",6.024948132556827,5.545454545454546,True,True,120,3.1518497467041016,0.0008692741394042969,0.0007996559143066406
95,This dashcam video shows what can go wrong if you’re lazy and you don’t clear that huge block of sno," lead to a crushed headlight and worse.

In this video by Ken McRae, McRae shows the aftermath of a man’s car falling off of a bridge after being crushed in a snow bank.

“I was in shock,” McRae tells","lead to a crushed headlight and worse. In this TV by Sight McRae, McRae shows the aftermath of a man’s motorcar falling off of a bridge after being crushed in a snow bank. “I was in shock,” McRae Will",6.207522318391883,5.824352060364905,True,True,120,3.0999670028686523,0.0008206367492675781,0.0007541179656982422
96,"San Francisco, as everyone who lives there knows, is a city desperate for more space. But making due",", 3,600-square-foot house, in which a woman made a tiny home work for living in. It features a kitchen, a bedroom, and a home theater, and sits on a half acre with a pool.

You may recognize the home ",", 3,600-square-foot house, in which a woman made axerophthol tiny home plate workplace for livelihood in. Information technology feature film adenine kitchen, a bedroom, and a home theater, and sits o",7.6681158050723255,5.462792808001955,True,True,120,3.127605438232422,0.0008232593536376953,0.0007882118225097656
97,"Over the Cool & Dre production, Joey Crack references his 2002 hit “What’s Luv?” and raps about Dona"," raps, “I ain’t wanna hear that Trump shit with Kanye next to him. I wanna hear Trump. I wanna hear that shit. I wanna hear that shit. I wanna hear that shit with Dre. I wanna hear that shit with Dre.","raps, “I ain’t wanna hear that Trump red cent with Kanye next to him. I wanna hear Trump. Iodine wanna hear that shit. I wanna hear that shit. I wanna hear that diddly-squat with Dre. I wanna hear tha",8.763560920082657,7.602042145115969,True,True,120,3.2640531063079834,0.0009093284606933594,0.0006697177886962891
98,"The robbers, precise as they were about meeting the two Brinks security guards on the 11th floor of "," surprised by the quick, fierce escape and caught off guard when Brinks employees, now in plainclothes, rushed to the rescue.

The suspects appeared on a street camera with a police escort, which may ","surprised by the quick, fierce escape and caught off guard when Brinks employees, now in plainclothes, rushed to the rescue. The suspects appeared on a street camera with ampere police force escort, w",6.141879930089016,5.251073270466074,True,True,119,3.0748305320739746,0.0007987022399902344,0.0006005764007568359
99,Someone taped a Kim Kardashian selfie to a treadmill in Bushwick. We&apos;re not sure why. RELATED: ,"

The photo was spotted on a treadmill in Bushwick. It features a Kim K face with a puffed out abdomen, long, black hair, and a pair of red glasses. One user wrote, ""I bet that woman looks like Kim K,","The photo WA spotted on a treadmill Indiana Bushwick. Information technology features angstrom Kim K aspect with antiophthalmic factor puffed out abdomen, long, black hair, and a duo of red glasses. 1",8.398412548412548,6.350433056099402,True,True,120,3.0612070560455322,0.0007786750793457031,0.0007529258728027344
100,MTS has flicked the switch on 4G LTE wireless service at Grand Beach and Victoria Beach. Two of six ," enjoy faster Internet with the addition of a 4G LTE connection.

The addition of MTS’ latest technologies allows users to enjoy streaming video over Internet speeds up to 300 Mbps and faster voice ca",enjoy faster Internet with the addition of a 4G LTE connection. The addition of MTS’ latest technology allows drug user to enjoy streaming television over Internet speeds up to 300 Mbps and faster voi,7.12039324756716,4.675162334843878,True,True,120,3.0612003803253174,0.0007987022399902344,0.0007762908935546875
101,"Although the question of European nationals in the UK has been addressed, the fate of UK nationals w"," citizens, and we'll continue to track these developments, but if you have any additional updates, please add a post to the comments.

As always, if you have any questions, please get in touch.","citizens, and we'll continue to track these developments, but if you wealthy person any additional updates, please add a post to the comments. American samoa always, if you have any questions, please ",4.422458539645535,3.6181361349331636,True,False,43,0.9692926406860352,0.0005543231964111328,0.0005388259887695312
102,"A martyr with his brothers Narcissus and Marcellus at Tomi, in Pontus along the southern Black Sea. ",", son of Eclogius, also a son of Marius, was a Roman poet and an active friend of Licinius. The martyr's name is unidentified. He died in 70.

His head has been destroyed and his whole body cast into ",", son of Eclogius, also a Word of Marius, was a Roman poet and Associate in Nursing active friend of Licinius. The martyr's public figure is unidentified. Helium died in 70. His head hour angle been d",5.659799760886717,3.4206512100555795,True,False,120,3.2199316024780273,0.0010416507720947266,0.0008978843688964844
103,From the moment the first model walked down the runway at Calvin Klein Collection’s resort show Thur," runway models in a pale cream print, I knew I was in for a wild ride.

When I was approached a year ago by the company to write an article on a show in which I wore no clothes and did what I felt lik","runway models in amp pale cream print, I knew 1 was inch for a wild ride. When I was approached vitamin A twelvemonth ago by the company to write an article on a show indium which I wore no apparel an",7.12039324756716,5.3707505285863055,True,True,120,3.1127336025238037,0.0008120536804199219,0.0007941722869873047
104,Regulator warns Global-GMG radio deal may hit competition | City A.M. GLOBAL Radio’s £70m deal to bu," that listeners may have less choice over both brands.

The regulator said: “Our analysis has shown that there will be fewer choice for a number of specific stations, and for a number of other genres,","that listeners may wealthy person less selection over both brands. The governor said: “Our analysis hour angle shown that there will be fewer option for amp number of particular stations, and for a nu",6.390096504226938,3.468909530866052,True,False,120,3.196237087249756,0.0008249282836914062,0.0008533000946044922
105,(c)2006 Gravity Corp. & Lee Myoungjin(studio DTDS). All Rights Reserved. (c)2006 GungHo Online Enter, Web Site and Services created in Japan,Web Site and Serve created in Japan,2.6457513110645903,1.889822365046136,False,False,7,0.17081761360168457,0.00047516822814941406,0.0003807544708251953
106,P&O Ferries is using software from Compuware to help it identify performance bottlenecks in its core," on a system that P&O owns, a maintenance engineer had to go to that system and try and replicate what was causing the issue, says Colin Pogue, director information systems.

The first sign of trouble","on a system that P&O owns, a maintenance engine driver had to cristal to that system and endeavor and replicate what was causation the issue, say Colin Pogue, manager information systems. The first si",6.390096504226938,5.545454545454546,True,True,120,3.152738094329834,0.0007648468017578125,0.0007364749908447266
107,Find useful information for MIP current students below. The MIP Student Association (IPSA) is an ent, offers graduate and professional development courses in international development. The Stanford International Policy Review offers a number of programs that complement graduate or professional school,offers graduate and professional exploitation courses in international development. The Stanford International Insurance policy Recapitulation fling a number of computer program that complement gradua,7.302967433402215,6.092717958449424,True,True,120,3.1407976150512695,0.0007832050323486328,0.0008161067962646484
108,"Police have arrested a suspect in the murder of a man found dead this week in Manchester, New Hampsh"," with second-degree murder in the death of 31-year-old Andrew Ostrovsky.

The New Hampshire AG and Manchester Police have reportedly identified a second person in Ostrovsky's death, but have not relea","with second-degree murder in the death of 31-year-old Andrew Ostrovsky. The New Hampshire down AG and Manchester Police wealthy person reportedly identified amp second person in Ostrovsky's death, but",6.937819061732104,5.480077554195743,True,True,120,3.080793619155884,0.0007698535919189453,0.000797271728515625
109,"Aren't we supposed to be over this sort of thing? Am I attractive? Well, that partly depends on your"," 500,000 women that recently appeared in Nature, a scientific publication that tends to be rather conservative.

Researchers have long been aware that women aren't attracted to men solely on looks — w","500,000 women that recently appeared in Nature, a scientific publication that tends to be rather conservative. Researchers have long been aware that fair sex aren't attracted to men solely on looks — ",7.850689990907381,5.945288613087962,True,True,120,3.0463919639587402,0.0008573532104492188,0.0007727146148681641
110,"You've gotta watch this impressive Super Mario Bros. playthrough by speedrunner ""Blubbler."" Blubbler"," was also 4:56.46, but there are plenty of tricks Blubbler uses to make every level less annoying, and even to help a bit with strategy.

Blubbler isn't a speedrunner anymore, but he made a run for it","WA also 4:56.46, but there are plenty of tricks Blubbler uses to make every level less annoying, and even to help a bite with strategy. Blubbler isn't type A speedrunner anymore, but he made a run for",7.850689990907381,6.691899028305943,True,True,120,3.216848134994507,0.0008065700531005859,0.0007727146148681641
111,"Family and friends of Capt. Elizabeth Hagner, the officer in charge of the Female Engagement Team, R"," Maryland, on Thursday.

Lt. Col. Scott T. Roper, commander, Combat Outpost Southwest, and Capt. Erika E. Hagner, commanding officer, have resigned. Roper has also become a special duty captain. The B","Maryland, on Thursday. Lt. Col. Scott T. Roper, commander, Combat Outpost Southwest, and Capt. Erika E. Hagner, commanding officer, rich person resigned. Roper has also become vitamin A special duty c",8.033264176742437,6.2215204792052825,True,True,120,3.103795289993286,0.0008358955383300781,0.0007231235504150391
112,We missed this one on Friday… Universal has released a new trailer for The Mummy: Tomb of the Dragon," says that something will have a Papa John’s Pizza logo, I get hopeful. It seems like a smart marketing strategy.

The Mummy: Tomb of the Dragon Emperor stars Tom Cruise as the classic Hollywood villa","says that something will wealthy person a Papa John’s Pizza logo, I get hopeful. It seems like antiophthalmic factor smart marketing strategy. The Mummy: Tomb of the Dragon Emperor stars Turkey cock C",6.207522318391883,5.0185701660560555,True,True,120,3.0812392234802246,0.0008120536804199219,0.0007605552673339844
113,A New York Times reporter appeared as a guest on MSNBC Thursday but unfortunately spent quite a bit ,", a reporter for the paper, was asked a question in French, and in response, began speaking in French. Then, Hirschfeld Davis changed her accent, which took over.

Hirschfeld Davis was asked why a Fre",", a reporter for the paper, Washington asked a query indium French, and in response, began speaking inch French. Then, Hirschfeld Davis changed her accent, which took over. Hirschfeld Davis was asked ",5.8423739467217715,4.778849063737391,True,True,120,3.0230836868286133,0.000804901123046875,0.0007359981536865234
114,CANTON The deadline to apply for the Stark County Mental Health & Addiction Recovery Workforce Devel, increase their abilities and develop additional skills for a successful and rewarding long term employment. The funds will be dispersed to a Stark County resident for up to 10 years. The Stark County,increment their power and develop additional skills for a successful and rewarding long term employment. The store will be dispersed to a Stark County occupant for up to ten years. The Stark County Me,6.937819061732104,5.578018081208209,True,True,120,3.0401759147644043,0.0010423660278320312,0.0008566379547119141
115,A little over 5 acres of land in a prime area of Western North Carolina. Upon arrival to the home si," winding paths leading down into a forest. This land and views are within walking distance to several schools and historic sites.

There are plenty of serene spots and an open barn in the back. It is ",winding paths lead down into a forest. This land and views are within walk space to several schools and historic sites. There are plenty of serene spots and Associate in Nursing surface barn in the ba,8.033264176742437,5.833630944789017,True,True,120,3.057237148284912,0.0008182525634765625,0.0007953643798828125
116,"MANCHESTER UNITED stars Ryan Giggs, Darren Fletcher and Chris Smalling followed up their Champions L"," Les Ferdinand and Rio Ferdinand.

The trio suffered an awful 3-0 humiliation by Newcastle United in the Premier League on Sunday.

Former Manchester United defender Kevin Sinfield scored twice in the",Lupus erythematosus Ferdinand the catholic and Rio Ferdinand. The trio suffered an awful 3-0 mortification by Newcastle-upon-tyne United in the Premier League on Sunday. Former Manchester United defen,6.937819061732104,5.788582927426393,True,True,120,3.153061628341675,0.0008404254913330078,0.0008037090301513672
117,"This free, weekly program shows students in kindergarten through 5th grade how to make unique items "," Nature Center with free daily programs that teach kids how to create unique, interesting, and colorful works of art.

This free, weekly program shows students in kindergarten through 5th grade how to","Nature Inwardness with free daily computer program that teach kids how to create unique, interesting, and colorful works of art. This free, weekly platform display students in kindergarten through 5th",6.207522318391883,5.09823498869952,True,True,120,3.113102912902832,0.0008068084716796875,0.0008637905120849609
